,温度,湿度,VOC,,,,,,,,
2019/12/18 8:15:35,3198,2999,0031,0001,0007,0001,,,0007,,
2019/12/18 8:15:36,3196,3006,0026,0001,0007,0001,,,0007,,
2019/12/18 8:15:37,3200,3011,0023,0001,0007,0001,,,0007,,
2019/12/18 8:15:38,3202,3001,0031,0001,0007,0001,,,0007,,
2019/12/18 8:15:39,3205,3012,0029,0001,0007,0001,,,0007,,
2019/12/18 8:15:40,3204,2996,0032,0001,0007,0001,,,0007,,
2019/12/18 8:15:41,3197,3000,0031,0001,0007,0001,,,0007,,
2019/12/18 8:15:42,3194,3000,0032,0001,0007,0001,,,0007,,
2019/12/18 8:15:43,3207,3005,0030,0001,0007,0001,,,0007,,
2019/12/18 8:15:44,3203,2998,0031,0001,0007,0001,,,0007,,
2019/12/18 8:15:45,3194,2999,0023,0001,0007,0001,,,0007,,
2019/12/18 8:15:46,3202,3000,0019,0001,0007,0001,,,0007,,
2019/12/18 8:15:47,3201,3003,0029,0001,0007,0001,,,0007,,
2019/12/18 8:15:48,3202,3003,0029,0001,0007,0001,,,0007,,
2019/12/18 8:15:49,3203,2994,0028,0001,0007,0001,,,0007,,
2019/12/18 8:15:50,3197,3009,0028,0001,0007,0001,,,0007,,
2019/12/18 8:15:51,3199,2998,0031,0001,0007,0001,,,0007,,
2019/12/18 8:15:52,3192,3001,0027,0001,0007,0001,,,0007,,
2019/12/18 8:15:53,3202,3003,0026,0001,0007,0001,,,0007,,
2019/12/18 8:15:54,3201,3001,0033,0001,0007,0001,,,0007,,
2019/12/18 8:15:55,3195,2995,0031,0001,0007,0001,,,0007,,
2019/12/18 8:15:56,3195,2998,0023,0001,0007,0001,,,0007,,
2019/12/18 8:15:57,3193,2995,0030,0001,0007,0001,,,0007,,
2019/12/18 8:15:58,3190,2990,0029,0001,0007,0001,,,0007,,
2019/12/18 8:15:59,3195,3006,0033,0001,0007,0001,,,0007,,
2019/12/18 8:16:00,3198,2998,0033,0001,0007,0001,,,0007,,
2019/12/18 8:16:01,3195,2995,0027,0001,0007,0001,,,0007,,
2019/12/18 8:16:02,3196,2994,0032,0001,0007,0001,,,0007,,
2019/12/18 8:16:03,3197,3001,0036,0001,0007,0001,,,0007,,
2019/12/18 8:16:04,3194,3015,0030,0001,0007,0001,,,0007,,
2019/12/18 8:16:05,3197,3017,0030,0001,0007,0001,,,0007,,
2019/12/18 8:16:06,3203,3003,0027,0001,0007,0001,,,0007,,
2019/12/18 8:16:07,3199,2997,0030,0001,0007,0001,,,0007,,
2019/12/18 8:16:08,3206,2999,0026,0001,0007,0001,,,0007,,
2019/12/18 8:16:09,3197,2997,0025,0001,0007,0001,,,0007,,
2019/12/18 8:16:10,3200,2997,0034,0001,0007,0001,,,0007,,
2019/12/18 8:16:11,3200,2999,0029,0001,0007,0001,,,0007,,
2019/12/18 8:16:12,3204,2998,0028,0001,0007,0001,,,0007,,
2019/12/18 8:16:13,3187,3000,0032,0001,0007,0001,,,0007,,
2019/12/18 8:16:14,3206,3000,0034,0001,0007,0001,,,0007,,
2019/12/18 8:16:15,3200,3003,0026,0001,0007,0001,,,0007,,
2019/12/18 8:16:16,3200,3002,0027,0001,0007,0001,,,0007,,
2019/12/18 8:16:17,3192,2999,0032,0001,0007,0001,,,0007,,
2019/12/18 8:16:18,3206,3002,0030,0001,0007,0001,,,0007,,
2019/12/18 8:16:19,3212,3000,0027,0001,0007,0001,,,0007,,
2019/12/18 8:16:20,3197,2998,0033,0001,0007,0001,,,0007,,
2019/12/18 8:16:21,3195,2997,0031,0001,0007,0001,,,0007,,
2019/12/18 8:16:22,3200,3000,0027,0001,0007,0001,,,0007,,
2019/12/18 8:16:23,3201,3000,0026,0001,0007,0001,,,0007,,
2019/12/18 8:16:24,3209,3003,0036,0001,0007,0001,,,0007,,
2019/12/18 8:16:25,3205,2996,0028,0001,0007,0001,,,0007,,
2019/12/18 8:16:26,3198,2997,0022,0001,0007,0001,,,0007,,
2019/12/18 8:16:27,3197,3999,0031,0001,0014,0001,,,0014,,
2019/12/18 8:16:28,3203,4001,0025,0001,0014,0001,,,0014,,
2019/12/18 8:16:29,3203,3993,0026,0001,0014,0001,,,0014,,
2019/12/18 8:16:30,3206,4005,0029,0001,0014,0001,,,0014,,
2019/12/18 8:16:31,3205,3994,0029,0001,0014,0001,,,0014,,
2019/12/18 8:16:32,3195,3997,0032,0001,0014,0001,,,0014,,
2019/12/18 8:16:33,3203,3998,0029,0001,0014,0001,,,0014,,
2019/12/18 8:16:34,3200,3995,0033,0001,0014,0001,,,0014,,
2019/12/18 8:16:35,3203,4003,0025,0001,0014,0001,,,0014,,
2019/12/18 8:16:36,3196,4007,0027,0001,0014,0001,,,0014,,
2019/12/18 8:16:37,3195,3996,0034,0001,0014,0001,,,0014,,
2019/12/18 8:16:38,3202,3992,0033,0001,0014,0001,,,0014,,
2019/12/18 8:16:39,3199,3998,0031,0001,0014,0001,,,0014,,
2019/12/18 8:16:40,3192,4000,0030,0001,0014,0001,,,0014,,
2019/12/18 8:16:41,3208,3997,0035,0001,0014,0001,,,0014,,
2019/12/18 8:16:42,3208,4004,0028,0001,0014,0001,,,0014,,
2019/12/18 8:16:43,3193,4004,0032,0001,0014,0001,,,0014,,
2019/12/18 8:16:44,3200,4014,0027,0001,0014,0001,,,0014,,
2019/12/18 8:16:45,3195,3995,0029,0001,0014,0001,,,0014,,
2019/12/18 8:16:46,3199,4000,0031,0001,0014,0001,,,0014,,
2019/12/18 8:16:47,3195,4000,0029,0001,0007,0001,,,0007,,
2019/12/18 8:16:48,3205,4007,0031,0001,0007,0001,,,0007,,
2019/12/18 8:16:49,3213,4002,0033,0001,0007,0001,,,0007,,
2019/12/18 8:16:50,3191,3999,0028,0001,0007,0001,,,0007,,
2019/12/18 8:16:51,3197,3992,0031,0001,0007,0001,,,0007,,
2019/12/18 8:16:52,3195,3999,0023,0001,0007,0001,,,0007,,
2019/12/18 8:16:53,3204,4006,0030,0001,0007,0001,,,0007,,
2019/12/18 8:16:54,3211,4000,0029,0001,0007,0001,,,0007,,
2019/12/18 8:16:55,3203,4000,0031,0001,0007,0001,,,0007,,
2019/12/18 8:16:56,3202,3993,0033,0001,0007,0001,,,0007,,
2019/12/18 8:16:57,3193,4006,0027,0001,0007,0001,,,0007,,
2019/12/18 8:16:58,3200,3991,0030,0001,0007,0001,,,0007,,
2019/12/18 8:16:59,3188,4003,0030,0001,0007,0001,,,0007,,
2019/12/18 8:17:00,3202,3997,0030,0001,0007,0001,,,0007,,
2019/12/18 8:17:01,3199,4010,0034,0001,0007,0001,,,0007,,
2019/12/18 8:17:02,3201,4002,0028,0001,0007,0001,,,0007,,
2019/12/18 8:17:03,3209,4009,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:04,3190,4006,0027,0001,0007,0001,,,0007,,
2019/12/18 8:17:05,3206,4012,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:06,3201,4003,0023,0001,0007,0001,,,0007,,
2019/12/18 8:17:07,3192,3997,0027,0001,0007,0001,,,0007,,
2019/12/18 8:17:08,3203,3999,0025,0001,0007,0001,,,0007,,
2019/12/18 8:17:09,3195,3993,0032,0001,0007,0001,,,0007,,
2019/12/18 8:17:10,3198,3989,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:11,3192,4000,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:12,3200,3994,0026,0001,0007,0001,,,0007,,
2019/12/18 8:17:13,3204,4001,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:14,3208,3997,0038,0001,0007,0001,,,0007,,
2019/12/18 8:17:15,3211,3997,0034,0001,0007,0001,,,0007,,
2019/12/18 8:17:16,3197,3995,0030,0001,0007,0001,,,0007,,
2019/12/18 8:17:17,3200,3997,0028,0001,0007,0001,,,0007,,
2019/12/18 8:17:18,3194,4002,0032,0001,0007,0001,,,0007,,
2019/12/18 8:17:19,3206,3998,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:20,3204,4008,0032,0001,0007,0001,,,0007,,
2019/12/18 8:17:21,3202,3998,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:22,3197,3997,0024,0001,0007,0001,,,0007,,
2019/12/18 8:17:23,3200,4003,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:24,3199,3989,0026,0001,0007,0001,,,0007,,
2019/12/18 8:17:25,3196,4008,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:26,3200,4005,0028,0001,0007,0001,,,0007,,
2019/12/18 8:17:27,3200,4001,0032,0001,0007,0001,,,0007,,
2019/12/18 8:17:28,3208,4011,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:29,3203,4002,0028,0001,0007,0001,,,0007,,
2019/12/18 8:17:30,3205,4000,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:31,3198,3994,0028,0001,0007,0001,,,0007,,
2019/12/18 8:17:32,3198,3997,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:33,3202,4000,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:34,3196,4011,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:35,3206,3998,0035,0001,0007,0001,,,0007,,
2019/12/18 8:17:36,3204,3990,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:37,3207,3995,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:38,3205,3995,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:39,3198,4002,0024,0001,0007,0001,,,0007,,
2019/12/18 8:17:40,3199,3988,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:41,3194,4001,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:42,3202,3999,0030,0001,0007,0001,,,0007,,
2019/12/18 8:17:43,3198,4000,0026,0001,0007,0001,,,0007,,
2019/12/18 8:17:44,3192,3996,0032,0001,0007,0001,,,0007,,
2019/12/18 8:17:45,3203,3997,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:46,3202,4003,0035,0001,0007,0001,,,0007,,
2019/12/18 8:17:47,3194,3993,0031,0001,0007,0001,,,0007,,
2019/12/18 8:17:48,3196,4005,0026,0001,0007,0001,,,0007,,
2019/12/18 8:17:49,3192,3995,0026,0001,0007,0001,,,0007,,
2019/12/18 8:17:50,3184,4003,0032,0001,0007,0001,,,0007,,
2019/12/18 8:17:51,3190,3997,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:52,3192,3998,0026,0001,0007,0001,,,0007,,
2019/12/18 8:17:53,3200,3998,0032,0001,0007,0001,,,0007,,
2019/12/18 8:17:54,3211,4004,0028,0001,0007,0001,,,0007,,
2019/12/18 8:17:55,3197,3998,0033,0001,0007,0001,,,0007,,
2019/12/18 8:17:56,3208,4003,0034,0001,0007,0001,,,0007,,
2019/12/18 8:17:57,3202,3998,0029,0001,0007,0001,,,0007,,
2019/12/18 8:17:58,3201,4002,0030,0001,0007,0001,,,0007,,
2019/12/18 8:17:59,3195,4002,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:00,3205,4008,0026,0001,0007,0001,,,0007,,
2019/12/18 8:18:01,3205,4008,0030,0001,0007,0001,,,0007,,
2019/12/18 8:18:02,3197,4002,0029,0001,0007,0001,,,0007,,
2019/12/18 8:18:03,3200,3997,0031,0001,0007,0001,,,0007,,
2019/12/18 8:18:04,3201,3991,0031,0001,0007,0001,,,0007,,
2019/12/18 8:18:05,3202,3999,0032,0001,0007,0001,,,0007,,
2019/12/18 8:18:06,3198,4005,0028,0001,0007,0001,,,0007,,
2019/12/18 8:18:07,3201,3998,0031,0001,0007,0001,,,0007,,
2019/12/18 8:18:08,3194,4011,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:09,3209,3999,0033,0001,0007,0001,,,0007,,
2019/12/18 8:18:10,3203,3990,0030,0001,0007,0001,,,0007,,
2019/12/18 8:18:11,3199,4008,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:12,3199,3993,0034,0001,0007,0001,,,0007,,
2019/12/18 8:18:13,3193,4006,0034,0001,0007,0001,,,0007,,
2019/12/18 8:18:14,3216,4003,0031,0001,0007,0001,,,0007,,
2019/12/18 8:18:15,3203,3998,0030,0001,0007,0001,,,0007,,
2019/12/18 8:18:16,3204,4001,0032,0001,0007,0001,,,0007,,
2019/12/18 8:18:17,3204,4006,0030,0001,0007,0001,,,0007,,
2019/12/18 8:18:18,3192,3991,0029,0001,0007,0001,,,0007,,
2019/12/18 8:18:19,3210,4002,0034,0001,0007,0001,,,0007,,
2019/12/18 8:18:20,3199,4000,0025,0001,0007,0001,,,0007,,
2019/12/18 8:18:21,3200,4005,0038,0001,0007,0001,,,0007,,
2019/12/18 8:18:22,3203,4003,0031,0001,0007,0001,,,0007,,
2019/12/18 8:18:23,3194,3997,0031,0001,0007,0001,,,0007,,
2019/12/18 8:18:24,3202,3997,0035,0001,0007,0001,,,0007,,
2019/12/18 8:18:25,3203,3996,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:26,3197,4008,0030,0001,0007,0001,,,0007,,
2019/12/18 8:18:27,3207,4002,0029,0001,0007,0001,,,0007,,
2019/12/18 8:18:28,3208,4004,0028,0001,0007,0001,,,0007,,
2019/12/18 8:18:29,3207,4000,0030,0001,0007,0001,,,0007,,
2019/12/18 8:18:30,3201,4001,0029,0001,0007,0001,,,0007,,
2019/12/18 8:18:31,3205,3990,0037,0001,0007,0001,,,0007,,
2019/12/18 8:18:32,3201,4004,0034,0001,0007,0001,,,0007,,
2019/12/18 8:18:33,3195,4004,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:34,3204,3999,0026,0001,0007,0001,,,0007,,
2019/12/18 8:18:35,3203,4001,0033,0001,0007,0001,,,0007,,
2019/12/18 8:18:36,3195,4000,0033,0001,0007,0001,,,0007,,
2019/12/18 8:18:37,3194,3994,0033,0001,0007,0001,,,0007,,
2019/12/18 8:18:38,3206,4003,0032,0001,0007,0001,,,0007,,
2019/12/18 8:18:39,3201,4006,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:40,3199,4001,0032,0001,0007,0001,,,0007,,
2019/12/18 8:18:41,3187,3999,0028,0001,0007,0001,,,0007,,
2019/12/18 8:18:42,3204,3998,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:43,3199,4001,0025,0001,0007,0001,,,0007,,
2019/12/18 8:18:44,3198,4002,0028,0001,0007,0001,,,0007,,
2019/12/18 8:18:45,3201,4002,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:46,3197,4010,0028,0001,0007,0001,,,0007,,
2019/12/18 8:18:47,3194,4007,0025,0001,0007,0001,,,0007,,
2019/12/18 8:18:48,3204,3991,0034,0001,0007,0001,,,0007,,
2019/12/18 8:18:49,3202,3998,0025,0001,0007,0001,,,0007,,
2019/12/18 8:18:50,3203,3998,0033,0001,0007,0001,,,0007,,
2019/12/18 8:18:51,3202,3989,0034,0001,0007,0001,,,0007,,
2019/12/18 8:18:52,3198,3995,0031,0001,0007,0001,,,0007,,
2019/12/18 8:18:53,3196,3998,0028,0001,0007,0001,,,0007,,
2019/12/18 8:18:54,3194,4002,0033,0001,0007,0001,,,0007,,
2019/12/18 8:18:55,3200,4010,0023,0001,0007,0001,,,0007,,
2019/12/18 8:18:56,3203,4001,0027,0001,0007,0001,,,0007,,
2019/12/18 8:18:57,3202,4003,0029,0001,0007,0001,,,0007,,
2019/12/18 8:18:58,3193,3997,0026,0001,0007,0001,,,0007,,
2019/12/18 8:18:59,3198,4006,0030,0001,0007,0001,,,0007,,
2019/12/18 8:19:00,3206,4002,0033,0001,0007,0001,,,0007,,
2019/12/18 8:19:01,3196,3999,0028,0001,0007,0001,,,0007,,
2019/12/18 8:19:02,3199,4001,0027,0001,0007,0001,,,0007,,
2019/12/18 8:19:03,3189,3997,0027,0001,0007,0001,,,0007,,
2019/12/18 8:19:04,3209,4003,0035,0001,0007,0001,,,0007,,
2019/12/18 8:19:05,3207,4000,0032,0001,0007,0001,,,0007,,
2019/12/18 8:19:06,3199,3999,0031,0001,0007,0001,,,0007,,
2019/12/18 8:19:07,3199,4001,0029,0001,0007,0001,,,0007,,
2019/12/18 8:19:08,3200,4006,0027,0001,0007,0001,,,0007,,
2019/12/18 8:19:09,3197,3998,0027,0001,0007,0001,,,0007,,
2019/12/18 8:19:10,3202,4007,0032,0001,0007,0001,,,0007,,
2019/12/18 8:19:11,3192,3998,0032,0001,0007,0001,,,0007,,
2019/12/18 8:19:12,3201,4004,0034,0001,0007,0001,,,0007,,
2019/12/18 8:19:13,3206,4000,0034,0001,0007,0001,,,0007,,
2019/12/18 8:19:14,3187,3996,0032,0001,0007,0001,,,0007,,
2019/12/18 8:19:15,3194,3992,0030,0001,0007,0001,,,0007,,
2019/12/18 8:19:16,3187,3995,0029,0001,0007,0001,,,0007,,
2019/12/18 8:19:17,3200,4001,0032,0001,0007,0001,,,0007,,
2019/12/18 8:19:18,3202,4005,0031,0001,0007,0001,,,0007,,
2019/12/18 8:19:19,3199,3999,0035,0001,0007,0001,,,0007,,
2019/12/18 8:19:20,3201,4005,0025,0001,0007,0001,,,0007,,
2019/12/18 8:19:21,3198,4007,0032,0001,0007,0001,,,0007,,
2019/12/18 8:19:22,3193,3999,0032,0001,0007,0001,,,0007,,
2019/12/18 8:19:23,3204,4001,0029,0001,0007,0001,,,0007,,
2019/12/18 8:19:24,3206,3992,0028,0001,0007,0001,,,0007,,
2019/12/18 8:19:25,3204,3997,0030,0001,0007,0001,,,0007,,
2019/12/18 8:19:26,3186,4003,0027,0001,0007,0001,,,0007,,
2019/12/18 8:19:27,3201,3993,0031,0001,0007,0001,,,0007,,
2019/12/18 8:19:28,3199,3998,0028,0001,0007,0001,,,0007,,
2019/12/18 8:19:29,3201,4001,0030,0001,0007,0001,,,0007,,
2019/12/18 8:19:30,3196,4008,0030,0001,0007,0001,,,0007,,
2019/12/18 8:19:31,3196,3997,0029,0001,0007,0001,,,0007,,
2019/12/18 8:19:32,3204,4000,0028,0001,0007,0001,,,0007,,
2019/12/18 8:19:33,3206,4002,0029,0001,0007,0001,,,0007,,
2019/12/18 8:19:34,3205,4007,0038,0001,0007,0001,,,0007,,
2019/12/18 8:19:35,3194,4009,0029,0001,0007,0001,,,0007,,
2019/12/18 8:19:36,3194,3998,0028,0001,0007,0001,,,0007,,
2019/12/18 8:19:37,3199,4010,0029,0001,0007,0001,,,0007,,
2019/12/18 8:19:38,3196,4002,0031,0001,0007,0001,,,0007,,
2019/12/18 8:19:39,3207,3998,0026,0001,0007,0001,,,0007,,
2019/12/18 8:19:40,3203,4003,0028,0001,0007,0001,,,0007,,
2019/12/18 8:19:41,3197,3989,0036,0001,0007,0001,,,0007,,
2019/12/18 8:19:42,3198,3998,0028,0001,0007,0001,,,0007,,
2019/12/18 8:19:43,3202,5008,0023,0001,0014,0001,,,0014,,
2019/12/18 8:19:44,3202,4996,0035,0001,0014,0001,,,0014,,
2019/12/18 8:19:45,3210,5004,0029,0001,0014,0001,,,0014,,
2019/12/18 8:19:46,3203,4999,0038,0001,0014,0001,,,0014,,
2019/12/18 8:19:47,3208,5006,0031,0001,0014,0001,,,0014,,
2019/12/18 8:19:48,3204,5001,0034,0001,0014,0001,,,0014,,
2019/12/18 8:19:49,3206,4998,0029,0001,0014,0001,,,0014,,
2019/12/18 8:19:50,3200,4986,0032,0001,0014,0001,,,0014,,
2019/12/18 8:19:51,3196,4999,0031,0001,0014,0001,,,0014,,
2019/12/18 8:19:52,3202,5003,0026,0001,0014,0001,,,0014,,
2019/12/18 8:19:53,3200,5000,0033,0001,0014,0001,,,0014,,
2019/12/18 8:19:54,3197,5006,0032,0001,0014,0001,,,0014,,
2019/12/18 8:19:55,3192,4991,0031,0001,0014,0001,,,0014,,
2019/12/18 8:19:56,3195,4989,0029,0001,0014,0001,,,0014,,
2019/12/18 8:19:57,3200,5001,0032,0001,0014,0001,,,0014,,
2019/12/18 8:19:58,3191,4998,0028,0001,0014,0001,,,0014,,
2019/12/18 8:19:59,3198,5017,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:00,3202,5024,0027,0001,0014,0001,,,0014,,
2019/12/18 8:20:01,3208,5022,0027,0001,0014,0001,,,0014,,
2019/12/18 8:20:02,3199,4977,0028,0001,0014,0001,,,0014,,
2019/12/18 8:20:03,3190,5012,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:04,3202,4987,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:05,3204,5011,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:06,3193,4995,0033,0001,0014,0001,,,0014,,
2019/12/18 8:20:07,3207,4993,0028,0001,0014,0001,,,0014,,
2019/12/18 8:20:08,3202,4997,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:09,3197,4984,0034,0001,0014,0001,,,0014,,
2019/12/18 8:20:10,3207,4988,0031,0001,0014,0001,,,0014,,
2019/12/18 8:20:11,3204,5006,0024,0001,0014,0001,,,0014,,
2019/12/18 8:20:12,3201,4980,0028,0001,0014,0001,,,0014,,
2019/12/18 8:20:13,3198,5019,0034,0001,0014,0001,,,0014,,
2019/12/18 8:20:14,3209,5010,0027,0001,0014,0001,,,0014,,
2019/12/18 8:20:15,3198,5024,0034,0001,0014,0001,,,0014,,
2019/12/18 8:20:16,3199,4998,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:17,3201,5002,0028,0001,0014,0001,,,0014,,
2019/12/18 8:20:18,3196,5004,0033,0001,0014,0001,,,0014,,
2019/12/18 8:20:19,3210,4999,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:20,3200,5010,0032,0001,0014,0001,,,0014,,
2019/12/18 8:20:21,3197,4988,0027,0001,0014,0001,,,0014,,
2019/12/18 8:20:22,3185,5004,0027,0001,0014,0001,,,0014,,
2019/12/18 8:20:23,3204,4990,0031,0001,0014,0001,,,0014,,
2019/12/18 8:20:24,3195,5002,0035,0001,0014,0001,,,0014,,
2019/12/18 8:20:25,3194,5010,0032,0001,0014,0001,,,0014,,
2019/12/18 8:20:26,3201,5015,0032,0001,0014,0001,,,0014,,
2019/12/18 8:20:27,3201,5002,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:28,3198,5016,0028,0001,0014,0001,,,0014,,
2019/12/18 8:20:29,3200,4991,0034,0001,0014,0001,,,0014,,
2019/12/18 8:20:30,3196,5014,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:31,3207,4997,0035,0001,0014,0001,,,0014,,
2019/12/18 8:20:32,3201,5013,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:33,3203,5001,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:34,3210,5008,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:35,3192,4999,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:36,3201,4985,0033,0001,0014,0001,,,0014,,
2019/12/18 8:20:37,3196,5002,0028,0001,0014,0001,,,0014,,
2019/12/18 8:20:38,3205,4994,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:39,3204,4996,0023,0001,0014,0001,,,0014,,
2019/12/18 8:20:40,3200,4987,0025,0001,0014,0001,,,0014,,
2019/12/18 8:20:41,3202,5009,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:42,3200,4995,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:43,3200,5007,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:44,3194,5019,0023,0001,0014,0001,,,0014,,
2019/12/18 8:20:45,3197,5010,0028,0001,0014,0001,,,0014,,
2019/12/18 8:20:46,3196,5003,0025,0001,0014,0001,,,0014,,
2019/12/18 8:20:47,3206,5008,0026,0001,0014,0001,,,0014,,
2019/12/18 8:20:48,3199,4986,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:49,3201,5016,0032,0001,0014,0001,,,0014,,
2019/12/18 8:20:50,3202,5007,0033,0001,0014,0001,,,0014,,
2019/12/18 8:20:51,3203,4996,0029,0001,0014,0001,,,0014,,
2019/12/18 8:20:52,3203,5012,0031,0001,0014,0001,,,0014,,
2019/12/18 8:20:53,3197,4997,0031,0001,0014,0001,,,0014,,
2019/12/18 8:20:54,3193,5012,0024,0001,0014,0001,,,0014,,
2019/12/18 8:20:55,3198,5012,0031,0001,0014,0001,,,0014,,
2019/12/18 8:20:56,3198,5007,0037,0001,0014,0001,,,0014,,
2019/12/18 8:20:57,3197,5010,0026,0001,0014,0001,,,0014,,
2019/12/18 8:20:58,3197,4991,0030,0001,0014,0001,,,0014,,
2019/12/18 8:20:59,3201,4996,0027,0001,0014,0001,,,0014,,
2019/12/18 8:21:00,3203,4990,0028,0001,0014,0001,,,0014,,
2019/12/18 8:21:01,3195,4997,0028,0001,0014,0001,,,0014,,
2019/12/18 8:21:02,3205,4999,0028,0001,0014,0001,,,0014,,
2019/12/18 8:21:03,3198,5001,0030,0001,0014,0001,,,0014,,
2019/12/18 8:21:04,3204,4994,0026,0001,0014,0001,,,0014,,
2019/12/18 8:21:05,3203,5009,0029,0001,0014,0001,,,0014,,
2019/12/18 8:21:06,3191,5014,0032,0001,0014,0001,,,0014,,
2019/12/18 8:21:07,3199,1807,0033,0001,0014,0001,,,0014,,
2019/12/18 8:21:08,3194,1798,0025,0001,0014,0001,,,0014,,
2019/12/18 8:21:09,3191,1798,0029,0001,0014,0001,,,0014,,
2019/12/18 8:21:10,3201,1805,0021,0001,0014,0001,,,0014,,
2019/12/18 8:21:11,3206,1817,0032,0001,0014,0001,,,0014,,
2019/12/18 8:21:12,3203,1792,0031,0001,0014,0001,,,0014,,
2019/12/18 8:21:13,3203,1796,0031,0001,0014,0001,,,0014,,
2019/12/18 8:21:14,3204,1797,0036,0001,0014,0001,,,0014,,
2019/12/18 8:21:15,3194,1787,0033,0001,0014,0001,,,0014,,
2019/12/18 8:21:16,3191,1805,0030,0001,0014,0001,,,0014,,
2019/12/18 8:21:17,3208,1788,0032,0001,0007,0001,,,0007,,
2019/12/18 8:21:18,3197,1808,0029,0001,0007,0001,,,0007,,
2019/12/18 8:21:19,3204,1806,0035,0001,0007,0001,,,0007,,
2019/12/18 8:21:20,3191,1827,0031,0001,0007,0001,,,0007,,
2019/12/18 8:21:21,3207,1769,0025,0001,0007,0001,,,0007,,
2019/12/18 8:21:22,3191,1781,0032,0001,0007,0001,,,0007,,
2019/12/18 8:21:23,3202,1789,0027,0001,0007,0001,,,0007,,
2019/12/18 8:21:24,3202,1801,0028,0001,0007,0001,,,0007,,
2019/12/18 8:21:25,3199,1793,0023,0001,0007,0001,,,0007,,
2019/12/18 8:21:26,3200,1799,0029,0001,0007,0001,,,0007,,
2019/12/18 8:21:27,3199,1800,0032,0001,0007,0001,,,0007,,
2019/12/18 8:21:28,3201,1801,0034,0001,0007,0001,,,0007,,
2019/12/18 8:21:29,3204,1803,0030,0001,0007,0001,,,0007,,
2019/12/18 8:21:30,3199,1794,0029,0001,0007,0001,,,0007,,
2019/12/18 8:21:31,3195,1801,0034,0001,0007,0001,,,0007,,
2019/12/18 8:21:32,3200,1798,0030,0001,0007,0001,,,0007,,
2019/12/18 8:21:33,3203,1811,0031,0001,0007,0001,,,0007,,
2019/12/18 8:21:34,3204,1793,0032,0001,0007,0001,,,0007,,
2019/12/18 8:21:35,3198,1785,0025,0001,0007,0001,,,0007,,
2019/12/18 8:21:36,3196,1806,0035,0001,0007,0001,,,0007,,
2019/12/18 8:21:37,3201,1813,0027,0001,0006,0001,,,0006,,
2019/12/18 8:21:38,3204,1804,0029,0001,0006,0001,,,0006,,
2019/12/18 8:21:39,3201,1793,0031,0001,0006,0001,,,0006,,
2019/12/18 8:21:40,3207,1801,0028,0001,0006,0001,,,0006,,
2019/12/18 8:21:41,3203,1804,0038,0001,0006,0001,,,0006,,
